sentence1	sentence2	gold_label
How to bend rebar<br>Understand the structural issues possible with manually-bent rebar and know how to avoid them. When you bend metal, you naturally weaken it. When done correctly, however, you can minimize damage and still get the shape you need to complete the project.	You can avoid structural issues with manually-bent rebar	entailment
Uncle Burie<br>My uncle Burie is a Viking descendant. He owns a farm with lots of horses. When I was four, he let me ride his baby cow. The cow was walking wobbly with me on his back. I fell in love with the cow, and wouldn't leave his side.	The cow was walking wobbly because it was born four days pior	neutral
Halperin v. Kissinger was a court case filed by Morton Halperin against National Security Advisor Henry Kissinger, who approved wiretapping Halperin's home and White House office, starting in 1969. Halperin dropped the case after Kissinger publicly apologized on November 13, 1992.	Kissinger apologized and the case was dropped.	entailment
Authors Anonymous is a 2014 comedy American film directed and produced by Ellie Kanner. It stars Kaley Cuoco, Chris Klein, Tricia Helfer, Jonathan Banks, Jonathan Bennett, Teri Polo and Dennis Farina in his final film role. The film was released on March 18, 2014 through video on demand prior to its limited release on April 18, 2014 by Screen Media Films and Starz Digital.	Kaley Cuoco made a ton of money staring in the movie.	neutral
"""Mirror Mirror"" is a song recorded by pop band M2M, composed of singers Marion Raven and Marit Larsen. It was the second single from their debut album, ""Shades of Purple"". The song reached No. 13 in Canada, No. 30 in Australia and No. 62 on the Billboard Hot 100. It was certified gold in the US, selling over 600,000 units."	mirror mirror was on the billboard hot 100 	entailment
Authors Anonymous is a 2014 comedy American film directed and produced by Ellie Kanner. It stars Kaley Cuoco, Chris Klein, Tricia Helfer, Jonathan Banks, Jonathan Bennett, Teri Polo and Dennis Farina in his final film role. The film was released on March 18, 2014 through video on demand prior to its limited release on April 18, 2014 by Screen Media Films and Starz Digital.	Authors Anonymous is a remake of an old novel.	neutral
Pole<br>The man drove into a pole. He told the cops he hadn't seen it. The cops gave him a sobriety test. The man did not pass it. The man got a ticket.	The cops didn't test the man's sobriety.	contradiction
Career Changes<br>It was career day at Ron's school. Ron heard an astronaut speak to his class. The astronaut explained what it was like to be in a spaceship. Ron decided against being a firefighter. He wanted to be an astronaut.	There is a career day at Ron's school.	entailment
MINEOLA – An investigation is underway into a fatal fire in Mineola. Fire Marshall David Madsen said it was reported around 11:00 Monday night at the Mineola Motor Lodge on West Broad Street. Initial reports are a Hispanic male was killed and his body has been sent to a Tyler lab for autopsy. His identity has not been released at this time. The cause of the fire has not yet been determined.	The unknown cause of the fire resulted in an unknown corpse	entailment
"Yūki Mizuhara (水原ゆう紀 ) is a Japanese actress. She won the award for best actress at the 1st Yokohama Film Festival for the Nikkatsu ""Roman Porno"" film """". She also appeared in Nikkatsu's 1982 production ""Red Scandal: Affair"", a ""thinly-veiled replica of Luis Buñuel's ""Belle de Jour""."""	Mizuhara always wanted to be an actress.	neutral
How to avoid stomach pain when taking antibiotics<br>Follow your doctor's instructions exactly. When your doctor writes you a prescription for antibiotics, she will give you specific instructions regarding how to take the medication. Following these instructions exactly can help to reduce your chances of developing stomach pain, as your doctor will most likely give you tips on how to avoid this unpleasant side effect.	Stomach pain while taking antibiotics is easy to avoid just by following your doctor's instructions.	neutral
How to kill fleas on dogs<br>Wash your dog with flea and tick shampoo. While normal dog shampoo and dish detergent usually kill fleas, if you need something more potent, you could try a special flea and tick shampoo. [substeps] Read the shampoo label carefully to determine the proper way to use the shampoo for your dog.	dogs contain the letter q	contradiction
Golden State Warriors' Stephen Curry, left, speaks to fans during an awards ceremony to recognize the team's NBA championship prior to a basketball game against the Oklahoma City Thunder, Tuesday, Oct. 16, 2018, in Oakland, Calif. Ben Margot AP Photo	The award ceremony was before the game against the Oklahoma City Thunder.	entailment
A federal appellate court in Brazil on Dec. 10, 2018, revoked a recent injunction that blocked any imminent agreement for the negotiated tie-up between Brazilian aircraft maker Embraer and US-based Boeing. EFE/File A federal appellate court in Brazil on Monday revoked an injunction granted last week that blocked any imminent agreement for the negotiated tie-up between Brazilian aircraft maker Embraer and US-based Boeing. The measure was revoked by an appeals panel in Sao Paulo, Embraer said in a statement to its stockholders.	A federal appellate court has a judge with the name dan	neutral
