sentence1	sentence2	gold_label
press release: Fresca Opera presents Opera Storytellers! Opera is a series of notes from the soul. Arias performed with the most intimate of instruments: The human voice. Accompanied by six strings and the history behind the notes, Opera Storytellers presents operatic music like you have never heard it before. Acoustic. Pure. Naked. Opera Storytellers performs this music the way it was intended to be. A connection without interference. Just pure music.	The singers in Fresca Opera perform naked. 	contradiction
NEW YORK â€” Detroit Red Wings forward Justin Abdelkader has been fined $5,000 by the NHL for spearing New York Islanders defenceman Scott Mayfield in Tuesday night's game. The league's department of player safety handed down the fine Wednesday. The incident occurred in the first period of the Red Wings' 6-3 win over the Islanders. Abdelkader was assessed a minor penalty for slashing. The fine is the highest allowed under NHL rules. The money is designated to go to the players' emergency assistance fund. ___	The redwings will suspend Justin	neutral
In late 2006, Aneta Krawczyk accused the party's leader Andrzej Lepper of having offered her political favours for sex in 2001, and then said he had been the father of her youngest child. She said the same of Lepper's close collaborator and MP, Stanislaw Lyzwinski, and accused him of rape and sexual abuse. She also said that Popecki, who had been Lyzwinski's aide, had tried to induce a miscarriage by giving her a labour-inducing drug called oxytocin.	Stanislaw Lyzwinski was found guilty of rape.	neutral
200 Press is the sixth solo EP by English musician James Blake. Blake played all the instruments and produced the record. It was released on 1-800-Dinosaur on 8 December 2014. The name of the album (and the name of the title track) are a reference to the fact that only 200 copies of the vinyl edition would be pressed.	200 Press was released in the month of February. 	contradiction
Wal-Mart Stores has asked a US federal appeals court to review a judge's order approving class-action status for a sex-discrimination lawsuit.	Wal-Mart is actively appealing an adverse decision with the US federal court of appeals.	entailment
As much as 200 mm of rain have been recorded in portions of British Columbia , on the west coast of Canada since Monday.	As much as 0.2 litres of rain have been recorded in portions of BC.	contradiction
Long-distance telephone company MCI Inc., on Friday, touted its $6.75 billion deal to be bought by Verizon Communications Inc., but said it would thoroughly analyze a revised $8 billion bid by Qwest Communications International Inc.	Something got more value 	neutral
The voluntary recall is considered a Class II recall since it covers products that might cause a temporary health problem or pose only a slight threat of a serious nature, the FDA said.	Something is considered a Class II recall if it causes a temporary health problem and poses a slight threat of a serious nature.	entailment
Published on Oct 3, 2017 Team USA and KT Tape take you inside the workouts, mind and motivations of four-time Olympian Meb Keflezighi. Keflezighi, a marathoner, has won an Olympic silver medal and plans on running his final marathon in November 2018.	Meb Keflezighi had no motivations.	contradiction
The latest file-sharing service trying to go legit in a bid to avoid an expensive and dragged-out court battle is Grokster Ltd., according to a report published in The Wall Street Journal on Monday.	The Wall Street Journal is published on a Tuesday	contradiction
