Sentiment	Text
Neutral	And you thought you were having a bad day...
Negative	Nothing quite worked out for Fidel Castro, good on paper, terrible in real life. not even his funeral worked out as… 
Positive	Best #FidelCastro story EVER! 
Neutral	How Fidel Castro's jeep broke down mid ceremony as it carried his ashes to final resting… 
Negative	Don't *^%#+* defame Fidel Castro. Rotten Capitalist system murders millions, creates & sustains puppet Tyrants. USA & Co, please! Hypocrites
Neutral	@GardJohanna @CNN @ABC other news disagree 
Positive	@TuckerCarlson @GeraldoRivera @FoxNews @cnn Re-Castro debate.I just love that Geraldo's defence of Fidel was,he's charismatic, authoritative
Positive	Ken Livingstone: Fidel #Castro was a hero 
Neutral	Cuba in Mourning: See Photos from Castro's Historic Funeral 
Positive	we need a  Fidel Castro in Kenya  to gear up a revolution against a corrupt regime and have better health reforms #DoctorsStrike .
Neutral	Fidel Castro dead at age 90 
Negative	i just got a twitter thats seriously upset over fidel castro's son
Neutral	There is not Communism or Marxism, but representative democracy and ... #FidelCastro #quotation 
Positive	Nick Young — Fidel Castro was a “Legend” | TMZ TV 
Neutral	Cuba's Fidel Castro, 90, is dead. Survived 638 assassination attempts, was a friend to Africa and pictured here with notable African leaders
Negative	Fossil fuels aren't sustainable. Digging for more harms the environment. Basic 6th grade earth science. Go watch… 
Negative	@EconomicTimes Electric Vehicles must be promoted to Curb pollution in the country & support for fossil fuels vehicles must be stopped..
Negative	@TheDailyEdge Let people like @TomiLahren choke on air pollution and let them figure out how to survive when fossil fuels run out.
Negative	@MannyPortugal what kind of natural disasters would such fossil fuels create, ex: contamination of the water streams it runs through
Negative	@TomiLahren This bitch is retarded. Any intelligent person w/ a degree will tell you fossil fuels should be replace… 
Neutral	#DAPL is a waste of time & money.  We need to focus our time & money on reusable energy and get away from fossil fuels.
Negative	Donald Trump does not have a clue about global warming. Maybe the Rockefeller's can clue them in about fossil fuels. 
Neutral	Will US Energy Policy Push Fossil Fuels or Renewable Energy? Six Essential Reads 
Neutral	DAPL doesn't effect a single cent of fossil fuels
Negative	@cakotz @AdamWeinstein conservative logic: fossil fuels are somehow created on 7,000 year old earth
Negative	@AliVelshi Forget the pipeline.  There is endless sunshine and plentiful wind to provide us with power.  Why fossil fuels?  That's crazy!
Negative	fossil fuels are killing the earth, genius. grow up & look at the big picture. 
Negative	@SteezyEvelyn @TomiLahren she is one of the dumbest public figures ever. how do you think fossil fuels are the only energy source, like wtf
Neutral	In the shadow of Trump, a DAPL Victory and Global Protests against Fossil Fuels 
Negative	@MarketWatch @JeffReevesIP all your fossil fuels are belong to more expensive than renewables
Neutral	@Yl_The_Hippie @PapiKells @sidroshit @IAmWarrenBurke we the new movement, we the face of fossil fuels and denying climate change
Negative	Third and this is key here. Earning money is bad because alt-energy but OK because fossil fuels? Your entire point… 
Positive	I liked a @YouTube video 
Negative	@TomiLahren nobody is saying to go cold turkey on fossil fuels. Just saying to expedite alternatives. Simple minded people make straw men
Positive	On sustainable goals... more countries are making pledges to drop the use of fossil fuels and… 
Neutral	@michaelianblack @nashvl also, the things Obama was blocked from doing, like fixing environment, would save far more 
Negative	Chris + 15-char username is a doubt, the 'International Day of fossil fuels I got some music-related puns.
Negative	Well ya know global warming is a thing, and the greatest threat to humanity, but yea burn all the fossil fuels!!! N… 
Neutral	Post Edited: Will the mass of earth reduce due to extraction of fossil fuels? 
Negative	We based our society on fossil fuels, but to assume that fossil fuels are the only useful form of energy? Please. We can fucking fly.
Neutral	@AllanMargolin @InSunWeTrust @ozy @reusehawaii @pbshawaii @leftocentre any Country can be totally free of FOSSIL FUELS if IT go FREE ENERGY
Negative	We need to change our energy system away from fossil fuels. To stop producing greenhouse gas emissions, causing global warming.
Negative	@exxonmobil Gender doesn't release ur responsibility to Earth! Fossil fuels are killing little girls everywhere Use ur $ for green industry!
Neutral	Given my experience with my real estate inheritance & the issues w/#fracking so glad I passed on buying real estate in #BoulderCounty #yikes
Negative	@DavidTheTroll I am angry coz there's way to 100% clean ALL fracking H20 gas oil spills, abandoned wells but Sioux refused to hear about it
Negative	It was a law placed to overturn the Denton Fracking Ban (tx), that didn't let fracking around schools or where people live
Neutral	All CSG and Fracking all around Australia is to cease and Mining Entities held Accountable! - Sign the Petition! 
Neutral	CSIR rubbishes claims fracking will create jobs 
Negative	Oklahoma has gotten a decent sized earthquake every month since October, y'all need to stop fracking lol
Neutral	FrackNation HOT Documentary New Documentary...90min. #FRACKING #EDUCATIONAL VIDEO#HEALTH #ALERT#GEOENGINEERING 
Negative	@petabites @Jason_Pollock @askceil It took environmentally dangerous fracking within the US borders to get the oil price down so low.
Neutral	@POW_no_fracking In other words a full EIS. Which is what was required in the 1st place + what will be nearly impossible for DAPL to obtain.
Negative	"Obama ""pandered to his green friends on the the #KeystoneXL pipeline. Result: Mr. Trump is inheriting a rebound in natural gas #fracking"""
Neutral	@SpeakerRyan @andieiamwhoiam Bit disingenuous all around considering O endorsed fracking for his Wall St buddies. But then Ryan is 2 faced.
Negative	@JackPosobiec @ThankYouBernie @jaketapper Fracking art work should have CPS investigating but than maybe kids r welcome at strip clubs too!?
Neutral	Fracking found to cause quakes | Otago Daily Times Online News 
Positive	I am a hipster muppet who enjoys authoritarian fracking . Support our troops.
Neutral	As the Saudis pledge to cut production, they’re left with a U.S. oil sector that’s leaner, meaner and much more efficient #shale #fracking
Negative	Stop sucking our gas out of Australia #auspol #CSG #fracking 
Positive	Deer Lakes Park is looking pretty spiffy & Allegheny County officials attribute its $2.2 million in improvements to #fracking revenue
Negative	Join me in ridding your house of #methane producing gas We don't need #fracking Seek @EnergyFreedomAU from @beyondzeronews
Neutral	@RedcliffeScott @davidmreimers He wanted his fracking licences
Negative	MSM finally works out the gas industry blackmailing of Australian governments #auspol #fracking #CSG 
Neutral	@CNET @Honda's 2017 Clarity Fuel Cell 
Negative	Argentina to revamp railway line to support shale fracking
Negative	Stop #fracking #Cuadrilla persecuting land defenders through the legal system #BankruptCuadrilla #ECOCIDE 
Neutral	#IAmTinaToo Stop #Cuadrilla from #fracking  #BankruptCuadrilla #ECOCIDE 
Neutral	.@DefraGovUK please can you stop hiding discussions on #fracking and make sure people aren't kept in the dark on an important issue?
Negative	So fracking is bad, but covering 100 acres of grass in tarmac is fine?Righto. :neutral_face: 
Neutral	Claro y directo: Galaxy Note 7 forbidden on-board.
Positive	Black Friday giveaway samsung galaxy note 7 2016 
Positive	Before I board my flight, my wife's friend Pedro hands me the new Galaxy Note 7. And all this time I thought he didn't like me. #BlackFriday
Negative	@SamsungUS maybe of you would have done the Galaxy Note 6 and not skip from 5 to 7 we wouldn't have these problems not I have get iphone:thinking_face::unamused_face:
Positive	I liked a @YouTube video 
Neutral	@enthahotness What did you buy, a Galaxy Note 7?
Positive	10 products that make samsung a top mobile device maker windows 10 update for lumia 630 dual sim The Samsung Galaxy Note 7 is the...
Neutral	#Samsung starts rolling out its first firmware update for the #Galaxy Note 7 #tech #android #mobile 
Negative	"When the pilot says ""if you have a Samsung galaxy note 7, get off the plane"" #lol #flying #samsung #faa #tsa #dot"
Positive	ITS A GALAXY NOTE 7! (Vine by @OMGitsRichiey) 
Negative	Apple nabs obscene share of smartphone profit thanks to Samsung's Note 7 debacle - MarketWatch 
Neutral	Galaxy Note 7 Leather Sleeve MULTIPLE CHOICE | 
Neutral	Coupon: 
Neutral	New Galaxy S8 Leaks, Challenging Google's Perfect Pixel.#Apps #SoLoMo
Negative	There was also the white guy with a smoking Samsung in his pocket, but let's freak out about the black guy w/ a sho… 
Negative	@SamsungMobileUS I bought 2 Note 7s; which obviously I had to return; now using LG V20 over my Galaxy 7 plus; when is next Note version?
Positive	Forever galaxy note. Not 7, made not 8 either. But 5.... well done. Jus need more perks like iPhone does
Negative	I just hope that the samsung smartphone I am getting doesn't end up like the samsung galaxy note 7 disaster.,
Neutral	6 Phones to Consider If You Really Wanted the Galaxy Note 7 
Neutral	Samsung Brand Unhurt by Galaxy Note 7 Recall in U.S. - Poll 
Positive	Lastly goodbye Samsung galaxy note 5 and hello iPhone 7 plus in the color black :face_savoring_food::squinting_face_with_tongue:
Positive	24 Hours with the #Samsung #Galaxy Note 7: Oh Yeah! #android #mobile 
Negative	#RejectedDecorations - Chestnuts roasting over a Galaxy Note 7@HashtagRoundup @SandmanTags
Neutral	@SamsungMobileUS This work with Galaxy Note 7 ? 
Negative	Samsung SDI Lost After Galaxy Note 7 Recall 
Positive	Earlier on Thursday Samsung teased us with a preview video for the Galaxy Note 7 handset set to launch this week. Data backup and...
Neutral	#Galaxy Note 7 has a #blue #light filter option built into the display settings #android #mobile 
Neutral	are you actually surprised that a christian couple from texas don't support gay marriage? really?
Negative	More creepy Elton John info. #pizzagate #pedofiles #pedophiles #coverup 
Neutral	@Cernovich Scalia was trying to normalize it when gay marriage went through.
Negative	@DeanMiller1978 @GeorgeTakei As gay man I'm appalled at Democrats doing nothing. Gay marriage Hillary & Obama were against until it was safe
